,CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
18507,1,7,UpVotes,11860,1,883,0,2359,22772,2392
18508,0,7,UpVotes,11860,5,883,0,2359,22784,2392
18509,7,7,UpVotes,11860,1,883,0,2359,22885,2392
18510,0,7,UpVotes,11860,3,883,0,2359,23020,2392
18511,7,7,UpVotes,11860,4,883,0,2359,23051,2392
18512,0,7,UpVotes,11860,5,883,0,2359,23069,2392
18513,5,7,UpVotes,11860,7,883,0,2359,23070,2392
18514,6,7,UpVotes,11860,2,883,0,2359,23262,2392
18515,2,7,UpVotes,11860,3,883,0,2359,24038,2392
18516,0,7,UpVotes,11860,0,883,0,2359,24695,2392
18517,1,7,UpVotes,11860,4,883,0,2359,24941,2392
18518,16,7,UpVotes,11860,1,883,0,2359,25180,2392
18519,0,7,UpVotes,11860,2,883,0,2359,25183,2392
18520,2,7,UpVotes,11860,3,883,0,2359,25270,2392
18521,2,7,UpVotes,11860,6,883,0,2359,25420,2392
18522,0,7,UpVotes,11860,1,883,0,2359,26017,2392
18523,0,7,UpVotes,11860,0,883,0,2359,26163,2392
18524,3,7,UpVotes,11860,4,883,0,2359,26525,2392
18525,4,7,UpVotes,11860,6,883,0,2359,26814,2392
18526,1,7,UpVotes,11860,1,883,0,2359,27290,2392
18527,0,7,UpVotes,11860,3,883,0,2359,27548,2392
18528,3,7,UpVotes,11860,4,883,0,2359,28654,2392
18529,6,7,UpVotes,11860,4,883,0,2359,29671,2392
18530,0,7,UpVotes,11860,2,883,0,2359,30121,2392
18531,2,7,UpVotes,11860,2,883,0,2359,31176,2392
18532,12,7,UpVotes,11860,2,883,0,2359,31504,2392
18533,1,7,UpVotes,11860,8,883,0,2359,31563,2392
18534,1,7,UpVotes,11860,1,883,0,2359,32557,2392
18535,0,7,UpVotes,11860,2,883,0,2359,33241,2392
18536,2,7,UpVotes,11860,4,883,0,2359,33330,2392
18537,0,7,UpVotes,11860,2,883,0,2359,33515,2392
18538,1,7,UpVotes,11860,3,883,0,2359,33695,2392
18539,9,7,UpVotes,11860,1,883,0,2359,34041,2392
18540,0,7,UpVotes,11860,3,883,0,2359,34267,2392
18541,0,7,UpVotes,11860,4,883,0,2359,34412,2392
18542,0,7,UpVotes,11860,1,883,0,2359,34825,2392
18543,3,7,UpVotes,11860,1,883,0,2359,35064,2392
18544,2,7,UpVotes,11860,2,883,0,2359,37884,2392
18545,0,7,UpVotes,11860,0,883,0,2359,38882,2392
18546,0,7,UpVotes,11860,0,883,0,2359,38887,2392
18547,3,7,UpVotes,11860,3,883,0,2359,46236,2392
18548,1,7,UpVotes,11860,1,883,0,2359,46682,2392
18549,2,7,UpVotes,11860,2,883,0,2359,46710,2392
18550,0,7,UpVotes,11860,-1,883,0,2359,47083,2392
18551,0,7,UpVotes,11860,0,883,0,2359,48104,2392
18552,0,7,UpVotes,11860,2,883,0,2359,48175,2392
18553,6,7,UpVotes,11860,2,883,0,2359,48308,2392
18554,0,7,UpVotes,11860,1,883,0,2359,48697,2392
18555,2,7,UpVotes,11860,2,883,0,2359,50475,2392
18556,3,7,UpVotes,11860,2,883,200,2359,50803,2392
18557,1,7,UpVotes,11860,0,883,0,2359,51373,2392
18558,3,7,UpVotes,11860,5,883,0,2359,54536,2392
18559,0,7,UpVotes,11860,1,883,0,2359,55792,2392
18560,5,7,UpVotes,11860,3,883,0,2359,57584,2392
18561,1,7,UpVotes,11860,5,883,0,2359,57932,2392
18562,2,7,UpVotes,11860,2,883,49,2359,61725,2392
18563,0,7,UpVotes,11860,1,883,0,2359,61728,2392
18564,5,7,UpVotes,11860,9,883,0,2359,63861,2392
18565,0,7,UpVotes,11860,1,883,0,2359,65791,2392
18566,0,7,UpVotes,11860,0,883,0,2359,66789,2392
18567,0,7,UpVotes,11860,1,883,0,2359,67965,2392
18568,2,7,UpVotes,11860,4,883,0,2359,68126,2392
18569,5,7,UpVotes,11860,1,883,0,2359,68156,2392
18570,0,7,UpVotes,11860,2,883,0,2359,70978,2392
18571,2,7,UpVotes,11860,2,883,0,2359,71371,2392
18572,0,7,UpVotes,11860,2,883,0,2359,71883,2392
18573,0,7,UpVotes,11860,6,883,0,2359,71900,2392
18574,0,7,UpVotes,11860,2,883,0,2359,75029,2392
18575,2,7,UpVotes,11860,1,883,0,2359,76075,2392
18576,0,7,UpVotes,11860,1,883,0,2359,76107,2392
18577,3,7,UpVotes,11860,4,883,0,2359,78196,2392
18578,0,7,UpVotes,11860,1,883,0,2359,79564,2392
18579,0,7,UpVotes,11860,2,883,0,2359,79565,2392
18580,1,7,UpVotes,11860,2,883,0,2359,79724,2392
18581,0,7,UpVotes,11860,1,883,0,2359,80124,2392
18582,1,7,UpVotes,11860,1,883,0,2359,80130,2392
18583,0,7,UpVotes,11860,1,883,0,2359,80174,2392
18584,3,7,UpVotes,11860,1,883,0,2359,81065,2392
18585,2,7,UpVotes,11860,1,883,0,2359,82004,2392
18586,3,7,UpVotes,11860,4,883,0,2359,82728,2392
18587,3,7,UpVotes,11860,3,883,0,2359,84062,2392
18588,2,7,UpVotes,11860,1,883,0,2359,89609,2392
18589,3,7,UpVotes,11860,4,883,0,2359,90173,2392
18590,1,7,UpVotes,11860,1,883,0,2359,91443,2392
18591,5,7,UpVotes,11860,1,883,0,2359,91517,2392
18592,0,7,UpVotes,11860,2,883,0,2359,94683,2392
18593,0,7,UpVotes,11860,0,883,0,2359,94861,2392
18594,0,7,UpVotes,11860,0,883,0,2359,95148,2392
18595,3,7,UpVotes,11860,1,883,0,2359,100671,2392
18596,2,7,UpVotes,11860,2,883,0,2359,100834,2392
18597,1,7,UpVotes,11860,4,883,0,2359,108682,2392
18598,0,7,UpVotes,11860,1,883,0,2359,113791,2392
19064,1,351,UpVotes,6078,1,1146,0,776,5970,2669
19065,5,351,UpVotes,6078,14,1146,0,776,6037,2669
19066,0,351,UpVotes,6078,1,1146,0,776,6051,2669
19067,0,351,UpVotes,6078,1,1146,0,776,6053,2669
19068,0,351,UpVotes,6078,1,1146,0,776,6054,2669
19069,2,351,UpVotes,6078,4,1146,0,776,6132,2669
19070,2,351,UpVotes,6078,3,1146,0,776,6331,2669
19071,0,351,UpVotes,6078,1,1146,0,776,6362,2669
19072,4,351,UpVotes,6078,1,1146,0,776,6363,2669
19073,1,351,UpVotes,6078,4,1146,0,776,6479,2669
19074,0,351,UpVotes,6078,14,1146,3056,776,6498,2669
19075,8,351,UpVotes,6078,1,1146,0,776,6700,2669
19076,0,351,UpVotes,6078,2,1146,0,776,6703,2669
19077,0,351,UpVotes,6078,3,1146,539,776,6707,2669
19078,0,351,UpVotes,6078,0,1146,0,776,6768,2669
19079,1,351,UpVotes,6078,3,1146,0,776,6796,2669
19080,0,351,UpVotes,6078,1,1146,0,776,6826,2669
19081,0,351,UpVotes,6078,1,1146,0,776,7031,2669
19082,0,351,UpVotes,6078,2,1146,0,776,7107,2669
19083,0,351,UpVotes,6078,2,1146,0,776,7120,2669
19084,0,351,UpVotes,6078,1,1146,0,776,7121,2669
19085,4,351,UpVotes,6078,25,1146,551,776,7134,2669
19086,1,351,UpVotes,6078,0,1146,0,776,7140,2669
19087,0,351,UpVotes,6078,1,1146,0,776,7272,2669
19088,0,351,UpVotes,6078,3,1146,0,776,7354,2669
19089,0,351,UpVotes,6078,2,1146,0,776,7397,2669
19090,0,351,UpVotes,6078,2,1146,0,776,7558,2669
19091,3,351,UpVotes,6078,3,1146,0,776,7603,2669
19092,0,351,UpVotes,6078,2,1146,0,776,7623,2669
19093,2,351,UpVotes,6078,2,1146,0,776,7654,2669
19094,2,351,UpVotes,6078,4,1146,0,776,7665,2669
19095,2,351,UpVotes,6078,4,1146,0,776,7728,2669
19096,4,351,UpVotes,6078,15,1146,0,776,7816,2669
19097,0,351,UpVotes,6078,4,1146,0,776,8123,2669
19098,2,351,UpVotes,6078,2,1146,0,776,8189,2669
19099,0,351,UpVotes,6078,5,1146,0,776,8406,2669
19100,0,351,UpVotes,6078,0,1146,0,776,8776,2669
19101,2,351,UpVotes,6078,2,1146,0,776,8794,2669
19102,4,351,UpVotes,6078,3,1146,0,776,8802,2669
19103,1,351,UpVotes,6078,0,1146,0,776,9226,2669
19104,1,351,UpVotes,6078,3,1146,0,776,9258,2669
19105,10,351,UpVotes,6078,3,1146,0,776,9336,2669
19106,5,351,UpVotes,6078,1,1146,0,776,9646,2669
19107,0,351,UpVotes,6078,0,1146,0,776,9703,2669
19108,0,351,UpVotes,6078,1,1146,0,776,9765,2669
19109,1,351,UpVotes,6078,4,1146,0,776,9927,2669
19110,0,351,UpVotes,6078,0,1146,0,776,10014,2669
19111,2,351,UpVotes,6078,4,1146,0,776,10217,2669
19112,2,351,UpVotes,6078,0,1146,0,776,10258,2669
19113,3,351,UpVotes,6078,1,1146,0,776,10399,2669
19114,1,351,UpVotes,6078,1,1146,0,776,10516,2669
19115,0,351,UpVotes,6078,6,1146,0,776,10522,2669
19116,0,351,UpVotes,6078,2,1146,0,776,10586,2669
19117,2,351,UpVotes,6078,3,1146,0,776,10666,2669
19118,0,351,UpVotes,6078,3,1146,0,776,10679,2669
19119,2,351,UpVotes,6078,2,1146,0,776,10685,2669
19120,2,351,UpVotes,6078,1,1146,0,776,10686,2669
19121,8,351,UpVotes,6078,6,1146,0,776,10794,2669
19122,0,351,UpVotes,6078,1,1146,0,776,10912,2669
19123,0,351,UpVotes,6078,7,1146,157,776,10945,2669
19124,0,351,UpVotes,6078,1,1146,0,776,11052,2669
19125,0,351,UpVotes,6078,1,1146,0,776,11221,2669
19126,1,351,UpVotes,6078,4,1146,0,776,11293,2669
19127,3,351,UpVotes,6078,3,1146,0,776,11325,2669
19128,2,351,UpVotes,6078,2,1146,0,776,11335,2669
19129,3,351,UpVotes,6078,2,1146,0,776,11377,2669
19130,0,351,UpVotes,6078,3,1146,0,776,11503,2669
19131,0,351,UpVotes,6078,1,1146,0,776,11569,2669
19132,1,351,UpVotes,6078,3,1146,0,776,11849,2669
19133,0,351,UpVotes,6078,0,1146,0,776,12009,2669
19134,0,351,UpVotes,6078,1,1146,0,776,12092,2669
19135,0,351,UpVotes,6078,1,1146,0,776,12150,2669
19136,0,351,UpVotes,6078,2,1146,0,776,12333,2669
19137,1,351,UpVotes,6078,4,1146,0,776,12348,2669
19138,0,351,UpVotes,6078,1,1146,0,776,12371,2669
19139,6,351,UpVotes,6078,3,1146,0,776,12416,2669
19140,0,351,UpVotes,6078,0,1146,0,776,12493,2669
19141,3,351,UpVotes,6078,1,1146,0,776,12572,2669
19142,0,351,UpVotes,6078,0,1146,0,776,12682,2669
19143,1,351,UpVotes,6078,1,1146,0,776,12751,2669
19144,2,351,UpVotes,6078,10,1146,0,776,12979,2669
19145,1,351,UpVotes,6078,3,1146,0,776,13012,2669
19146,1,351,UpVotes,6078,0,1146,0,776,13129,2669
19147,1,351,UpVotes,6078,0,1146,0,776,13365,2669
19148,2,351,UpVotes,6078,1,1146,0,776,13397,2669
19149,4,351,UpVotes,6078,1,1146,0,776,13440,2669
19150,0,351,UpVotes,6078,3,1146,0,776,13681,2669
19151,0,351,UpVotes,6078,1,1146,0,776,13829,2669
19152,0,351,UpVotes,6078,0,1146,0,776,14493,2669
19153,1,351,UpVotes,6078,1,1146,0,776,14494,2669
19154,2,351,UpVotes,6078,5,1146,0,776,14593,2669
19155,0,351,UpVotes,6078,3,1146,0,776,14674,2669
19156,0,351,UpVotes,6078,1,1146,0,776,14786,2669
19157,0,351,UpVotes,6078,1,1146,0,776,14787,2669
19158,4,351,UpVotes,6078,4,1146,0,776,14823,2669
19159,0,351,UpVotes,6078,7,1146,0,776,14825,2669
19160,0,351,UpVotes,6078,1,1146,0,776,15121,2669
19161,0,351,UpVotes,6078,3,1146,0,776,15222,2669
19162,1,351,UpVotes,6078,3,1146,0,776,15243,2669
19163,0,351,UpVotes,6078,1,1146,0,776,15255,2669
19164,0,351,UpVotes,6078,1,1146,0,776,15327,2669
19165,0,351,UpVotes,6078,2,1146,0,776,15330,2669
19166,1,351,UpVotes,6078,3,1146,0,776,15402,2669
19167,3,351,UpVotes,6078,1,1146,0,776,15435,2669
19168,5,351,UpVotes,6078,2,1146,0,776,15609,2669
19169,0,351,UpVotes,6078,1,1146,0,776,15625,2669
19170,0,351,UpVotes,6078,2,1146,0,776,15775,2669
19171,0,351,UpVotes,6078,1,1146,0,776,15935,2669
19172,0,351,UpVotes,6078,1,1146,1148,776,16001,2669
19173,4,351,UpVotes,6078,1,1146,0,776,16002,2669
19174,1,351,UpVotes,6078,2,1146,0,776,16082,2669
19175,2,351,UpVotes,6078,7,1146,0,776,16149,2669
19176,0,351,UpVotes,6078,1,1146,0,776,16231,2669
19177,4,351,UpVotes,6078,0,1146,0,776,16252,2669
19178,0,351,UpVotes,6078,1,1146,0,776,16253,2669
19179,0,351,UpVotes,6078,2,1146,0,776,16254,2669
19180,0,351,UpVotes,6078,1,1146,0,776,16256,2669
19181,4,351,UpVotes,6078,-3,1146,0,776,16713,2669
19182,1,351,UpVotes,6078,1,1146,0,776,16972,2669
19183,1,351,UpVotes,6078,2,1146,0,776,17084,2669
19184,0,351,UpVotes,6078,0,1146,0,776,17245,2669
19185,0,351,UpVotes,6078,0,1146,0,776,17247,2669
19186,0,351,UpVotes,6078,3,1146,0,776,17282,2669
19187,1,351,UpVotes,6078,1,1146,0,776,17599,2669
19188,1,351,UpVotes,6078,2,1146,0,776,17637,2669
19189,0,351,UpVotes,6078,0,1146,0,776,17663,2669
19190,0,351,UpVotes,6078,4,1146,0,776,17726,2669
19191,1,351,UpVotes,6078,1,1146,0,776,17728,2669
19192,1,351,UpVotes,6078,8,1146,0,776,17794,2669
19193,1,351,UpVotes,6078,0,1146,0,776,18000,2669
19194,0,351,UpVotes,6078,1,1146,0,776,18013,2669
19195,2,351,UpVotes,6078,3,1146,0,776,18019,2669
19196,3,351,UpVotes,6078,1,1146,0,776,18506,2669
19197,3,351,UpVotes,6078,1,1146,0,776,18630,2669
19198,0,351,UpVotes,6078,1,1146,0,776,18631,2669
19199,0,351,UpVotes,6078,2,1146,0,776,18632,2669
19200,1,351,UpVotes,6078,0,1146,0,776,18665,2669
19201,2,351,UpVotes,6078,7,1146,0,776,18683,2669
19202,2,351,UpVotes,6078,2,1146,0,776,18751,2669
19203,1,351,UpVotes,6078,2,1146,0,776,18851,2669
19204,4,351,UpVotes,6078,6,1146,0,776,18864,2669
19205,2,351,UpVotes,6078,3,1146,372,776,18884,2669
19206,3,351,UpVotes,6078,1,1146,0,776,18942,2669
19207,1,351,UpVotes,6078,0,1146,0,776,18967,2669
19208,0,351,UpVotes,6078,0,1146,0,776,19159,2669
19209,0,351,UpVotes,6078,1,1146,0,776,19238,2669
19210,0,351,UpVotes,6078,0,1146,0,776,19295,2669
19211,1,351,UpVotes,6078,3,1146,0,776,19432,2669
19212,0,351,UpVotes,6078,1,1146,0,776,19508,2669
19213,0,351,UpVotes,6078,1,1146,0,776,19933,2669
19214,0,351,UpVotes,6078,1,1146,0,776,20143,2669
19215,1,351,UpVotes,6078,2,1146,0,776,20432,2669
19216,1,351,UpVotes,6078,2,1146,0,776,20479,2669
19217,2,351,UpVotes,6078,1,1146,0,776,20760,2669
19218,1,351,UpVotes,6078,4,1146,0,776,20857,2669
19219,0,351,UpVotes,6078,3,1146,0,776,20871,2669
19220,0,351,UpVotes,6078,2,1146,0,776,20950,2669
19221,0,351,UpVotes,6078,1,1146,0,776,21125,2669
19222,2,351,UpVotes,6078,3,1146,0,776,21138,2669
19223,0,351,UpVotes,6078,5,1146,0,776,21142,2669
19224,0,351,UpVotes,6078,1,1146,0,776,21258,2669
19225,0,351,UpVotes,6078,0,1146,0,776,21361,2669
19226,2,351,UpVotes,6078,3,1146,0,776,21435,2669
19227,0,351,UpVotes,6078,0,1146,0,776,21481,2669
19228,2,351,UpVotes,6078,4,1146,0,776,21657,2669
19229,3,351,UpVotes,6078,3,1146,0,776,21739,2669
19230,2,351,UpVotes,6078,4,1146,0,776,21873,2669
19231,1,351,UpVotes,6078,2,1146,0,776,21892,2669
19232,1,351,UpVotes,6078,4,1146,0,776,22046,2669
19233,1,351,UpVotes,6078,2,1146,0,776,22047,2669
19234,5,351,UpVotes,6078,3,1146,0,776,22490,2669
19235,1,351,UpVotes,6078,2,1146,0,776,22583,2669
19236,0,351,UpVotes,6078,1,1146,0,776,22687,2669
19237,1,351,UpVotes,6078,1,1146,0,776,22845,2669
19238,0,351,UpVotes,6078,1,1146,0,776,22911,2669
19239,2,351,UpVotes,6078,3,1146,0,776,23065,2669
19240,0,351,UpVotes,6078,2,1146,0,776,23204,2669
19241,1,351,UpVotes,6078,2,1146,0,776,23661,2669
19242,0,351,UpVotes,6078,2,1146,0,776,23670,2669
19243,7,351,UpVotes,6078,3,1146,0,776,23695,2669
19244,0,351,UpVotes,6078,5,1146,0,776,23911,2669
19245,2,351,UpVotes,6078,0,1146,0,776,24056,2669
19246,5,351,UpVotes,6078,0,1146,0,776,24064,2669
19247,0,351,UpVotes,6078,5,1146,526,776,24067,2669
19248,2,351,UpVotes,6078,2,1146,0,776,24106,2669
19249,6,351,UpVotes,6078,8,1146,0,776,24466,2669
19250,2,351,UpVotes,6078,0,1146,0,776,24489,2669
19251,0,351,UpVotes,6078,0,1146,0,776,24747,2669
19252,3,351,UpVotes,6078,1,1146,0,776,25195,2669
19253,4,351,UpVotes,6078,3,1146,0,776,25231,2669
19254,1,351,UpVotes,6078,1,1146,0,776,25326,2669
19255,0,351,UpVotes,6078,3,1146,0,776,25508,2669
19256,2,351,UpVotes,6078,1,1146,0,776,25519,2669
19257,0,351,UpVotes,6078,2,1146,0,776,25578,2669
19258,4,351,UpVotes,6078,4,1146,0,776,25581,2669
19259,1,351,UpVotes,6078,1,1146,0,776,25808,2669
19260,0,351,UpVotes,6078,3,1146,0,776,26022,2669
19261,1,351,UpVotes,6078,0,1146,0,776,26322,2669
19262,8,351,UpVotes,6078,1,1146,0,776,26452,2669
19263,0,351,UpVotes,6078,1,1146,0,776,26799,2669
19264,5,351,UpVotes,6078,2,1146,0,776,26894,2669
19265,0,351,UpVotes,6078,1,1146,0,776,27849,2669
19266,4,351,UpVotes,6078,5,1146,482,776,28180,2669
19267,4,351,UpVotes,6078,5,1146,0,776,28306,2669
19268,1,351,UpVotes,6078,3,1146,0,776,28781,2669
19269,1,351,UpVotes,6078,1,1146,0,776,28841,2669
19270,0,351,UpVotes,6078,2,1146,0,776,28967,2669
19271,0,351,UpVotes,6078,6,1146,942,776,29469,2669
19272,1,351,UpVotes,6078,1,1146,0,776,29732,2669
19273,1,351,UpVotes,6078,0,1146,0,776,30032,2669
19274,5,351,UpVotes,6078,2,1146,0,776,30167,2669
19275,1,351,UpVotes,6078,3,1146,0,776,31188,2669
19276,0,351,UpVotes,6078,1,1146,0,776,31562,2669
19277,0,351,UpVotes,6078,2,1146,0,776,32729,2669
19278,0,351,UpVotes,6078,1,1146,0,776,32900,2669
19279,4,351,UpVotes,6078,2,1146,0,776,33000,2669
19280,0,351,UpVotes,6078,1,1146,0,776,33146,2669
19281,1,351,UpVotes,6078,1,1146,0,776,33181,2669
19282,2,351,UpVotes,6078,3,1146,0,776,33182,2669
19283,2,351,UpVotes,6078,6,1146,0,776,33288,2669
19284,6,351,UpVotes,6078,3,1146,0,776,33399,2669
19285,0,351,UpVotes,6078,3,1146,0,776,33956,2669
19286,0,351,UpVotes,6078,2,1146,0,776,34438,2669
19287,5,351,UpVotes,6078,0,1146,0,776,34785,2669
19288,0,351,UpVotes,6078,2,1146,0,776,34787,2669
19289,1,351,UpVotes,6078,2,1146,0,776,36291,2669
19290,4,351,UpVotes,6078,2,1146,0,776,37779,2669
19291,6,351,UpVotes,6078,4,1146,0,776,37800,2669
19292,1,351,UpVotes,6078,2,1146,0,776,37864,2669
19293,0,351,UpVotes,6078,1,1146,0,776,37901,2669
19294,0,351,UpVotes,6078,5,1146,0,776,38211,2669
19295,3,351,UpVotes,6078,2,1146,0,776,38726,2669
19296,5,351,UpVotes,6078,1,1146,0,776,38789,2669
19297,0,351,UpVotes,6078,2,1146,0,776,38807,2669
19298,5,351,UpVotes,6078,2,1146,0,776,39131,2669
19299,1,351,UpVotes,6078,3,1146,0,776,39196,2669
19300,0,351,UpVotes,6078,0,1146,0,776,40649,2669
19301,1,351,UpVotes,6078,1,1146,0,776,41866,2669
19302,0,351,UpVotes,6078,3,1146,393,776,43194,2669
19303,2,351,UpVotes,6078,1,1146,0,776,43351,2669
19304,5,351,UpVotes,6078,1,1146,0,776,43829,2669
19305,0,351,UpVotes,6078,0,1146,0,776,44879,2669
19306,3,351,UpVotes,6078,0,1146,0,776,44926,2669
19307,0,351,UpVotes,6078,3,1146,0,776,45980,2669
19308,1,351,UpVotes,6078,1,1146,0,776,46021,2669
19309,1,351,UpVotes,6078,1,1146,0,776,46203,2669
19310,0,351,UpVotes,6078,1,1146,0,776,46235,2669
19311,3,351,UpVotes,6078,4,1146,0,776,46303,2669
19312,0,351,UpVotes,6078,3,1146,181,776,46455,2669
19313,2,351,UpVotes,6078,0,1146,0,776,46714,2669
19314,0,351,UpVotes,6078,1,1146,0,776,46781,2669
19315,1,351,UpVotes,6078,3,1146,0,776,47578,2669
19316,2,351,UpVotes,6078,3,1146,0,776,47996,2669
19317,3,351,UpVotes,6078,0,1146,0,776,48130,2669
19318,1,351,UpVotes,6078,1,1146,0,776,48552,2669
19319,1,351,UpVotes,6078,9,1146,0,776,48567,2669
19320,0,351,UpVotes,6078,1,1146,0,776,48633,2669
19321,0,351,UpVotes,6078,3,1146,0,776,48842,2669
19322,0,351,UpVotes,6078,7,1146,0,776,49368,2669
19323,2,351,UpVotes,6078,1,1146,0,776,49394,2669
19324,4,351,UpVotes,6078,14,1146,881,776,49443,2669
19325,0,351,UpVotes,6078,3,1146,0,776,49682,2669
19326,0,351,UpVotes,6078,1,1146,0,776,49742,2669
19327,1,351,UpVotes,6078,1,1146,0,776,50673,2669
19328,5,351,UpVotes,6078,3,1146,169,776,50858,2669
19329,0,351,UpVotes,6078,1,1146,0,776,51054,2669
19330,2,351,UpVotes,6078,1,1146,0,776,59909,2669
19331,0,351,UpVotes,6078,1,1146,0,776,60164,2669
19332,0,351,UpVotes,6078,1,1146,0,776,60615,2669
19333,0,351,UpVotes,6078,2,1146,0,776,64537,2669
19334,2,351,UpVotes,6078,6,1146,0,776,72001,2669
19335,8,351,UpVotes,6078,5,1146,306,776,72575,2669
19336,0,351,UpVotes,6078,1,1146,0,776,80562,2669
19337,0,351,UpVotes,6078,2,1146,0,776,81906,2669
19338,0,351,UpVotes,6078,1,1146,0,776,81934,2669
19339,2,351,UpVotes,6078,1,1146,0,776,84055,2669
19340,1,351,UpVotes,6078,2,1146,0,776,94482,2669
19341,0,351,UpVotes,6078,2,1146,0,776,96085,2669
19342,3,351,UpVotes,6078,0,1146,0,776,99918,2669
19343,16,351,UpVotes,6078,3,1146,0,776,102724,2669
19344,1,351,UpVotes,6078,1,1146,0,776,105832,2669
19345,2,351,UpVotes,6078,3,1146,0,776,107546,2669
19346,2,351,UpVotes,6078,1,1146,0,776,108003,2669
19347,0,351,UpVotes,6078,0,1146,0,776,108146,2669
19348,1,351,UpVotes,6078,1,1146,0,776,108595,2669
19349,0,351,UpVotes,6078,0,1146,0,776,108791,2669
19350,3,351,UpVotes,6078,1,1146,0,776,109408,2669
19351,1,351,UpVotes,6078,0,1146,0,776,109488,2669
19352,1,351,UpVotes,6078,1,1146,0,776,110117,2669
19353,2,351,UpVotes,6078,2,1146,0,776,110502,2669
19354,1,351,UpVotes,6078,1,1146,0,776,112993,2669
19804,0,8,UpVotes,9604,6,1437,1734,1244,6329,2817
19805,0,8,UpVotes,9604,11,1437,6101,1244,6330,2817
19806,0,8,UpVotes,9604,3,1437,0,1244,6386,2817
19807,0,8,UpVotes,9604,2,1437,0,1244,6396,2817
19808,0,8,UpVotes,9604,4,1437,0,1244,6420,2817
19809,1,8,UpVotes,9604,3,1437,0,1244,6445,2817
19810,0,8,UpVotes,9604,9,1437,3110,1244,6469,2817
19811,0,8,UpVotes,9604,1,1437,0,1244,6531,2817
19812,0,8,UpVotes,9604,7,1437,2420,1244,6544,2817
19813,5,8,UpVotes,9604,0,1437,0,1244,6559,2817
19814,2,8,UpVotes,9604,7,1437,1577,1244,6702,2817
19815,3,8,UpVotes,9604,6,1437,2638,1244,6758,2817
19816,8,8,UpVotes,9604,2,1437,0,1244,6761,2817
19817,1,8,UpVotes,9604,2,1437,0,1244,6784,2817
19818,5,8,UpVotes,9604,2,1437,452,1244,6967,2817
19819,2,8,UpVotes,9604,5,1437,3407,1244,7344,2817
19820,5,8,UpVotes,9604,1,1437,0,1244,7642,2817
19821,0,8,UpVotes,9604,0,1437,0,1244,7859,2817
19822,0,8,UpVotes,9604,4,1437,0,1244,7887,2817
19823,3,8,UpVotes,9604,5,1437,431,1244,7894,2817
19824,8,8,UpVotes,9604,1,1437,0,1244,8367,2817
19825,0,8,UpVotes,9604,7,1437,985,1244,8696,2817
19826,3,8,UpVotes,9604,14,1437,2982,1244,8807,2817
19827,2,8,UpVotes,9604,1,1437,0,1244,8925,2817
19828,0,8,UpVotes,9604,2,1437,0,1244,8926,2817
19829,0,8,UpVotes,9604,14,1437,0,1244,8928,2817
19830,0,8,UpVotes,9604,5,1437,564,1244,9064,2817
19831,0,8,UpVotes,9604,1,1437,0,1244,9170,2817
19832,1,8,UpVotes,9604,3,1437,0,1244,9244,2817
19833,0,8,UpVotes,9604,2,1437,0,1244,9442,2817
19834,2,8,UpVotes,9604,1,1437,0,1244,10060,2817
19835,3,8,UpVotes,9604,1,1437,0,1244,10283,2817
19836,4,8,UpVotes,9604,3,1437,0,1244,10284,2817
19837,1,8,UpVotes,9604,26,1437,0,1244,10374,2817
19838,2,8,UpVotes,9604,13,1437,0,1244,10416,2817
19839,5,8,UpVotes,9604,2,1437,0,1244,10422,2817
19840,2,8,UpVotes,9604,13,1437,795,1244,10425,2817
19841,0,8,UpVotes,9604,6,1437,0,1244,10426,2817
19842,11,8,UpVotes,9604,4,1437,0,1244,10475,2817
19843,0,8,UpVotes,9604,1,1437,0,1244,10479,2817
19844,0,8,UpVotes,9604,0,1437,0,1244,10490,2817
19845,0,8,UpVotes,9604,2,1437,0,1244,10491,2817
19846,0,8,UpVotes,9604,4,1437,0,1244,10492,2817
19847,0,8,UpVotes,9604,3,1437,0,1244,10527,2817
19848,4,8,UpVotes,9604,7,1437,0,1244,10552,2817
19849,6,8,UpVotes,9604,4,1437,0,1244,10665,2817
19850,0,8,UpVotes,9604,4,1437,2739,1244,10676,2817
19851,0,8,UpVotes,9604,3,1437,0,1244,10713,2817
19852,4,8,UpVotes,9604,5,1437,0,1244,11056,2817
19853,1,8,UpVotes,9604,18,1437,1362,1244,11142,2817
19854,0,8,UpVotes,9604,1,1437,0,1244,11198,2817
19855,0,8,UpVotes,9604,0,1437,0,1244,11206,2817
19856,0,8,UpVotes,9604,5,1437,0,1244,11207,2817
19857,0,8,UpVotes,9604,1,1437,0,1244,11397,2817
19858,4,8,UpVotes,9604,1,1437,0,1244,11434,2817
19859,1,8,UpVotes,9604,9,1437,607,1244,11450,2817
19860,1,8,UpVotes,9604,5,1437,0,1244,11526,2817
19861,3,8,UpVotes,9604,2,1437,0,1244,11741,2817
19862,2,8,UpVotes,9604,2,1437,0,1244,11954,2817
19863,2,8,UpVotes,9604,7,1437,0,1244,12441,2817
19864,5,8,UpVotes,9604,44,1437,6933,1244,12670,2817
19865,0,8,UpVotes,9604,2,1437,0,1244,12776,2817
19866,0,8,UpVotes,9604,0,1437,0,1244,12837,2817
19867,0,8,UpVotes,9604,0,1437,0,1244,12909,2817
